company,title,experience,location,posted_relative,rating,reviews,raw_text,posted_date
NoBroker.com HR Business Partner 1,2 yrs NoBroker.com - HR Business Partner Posted 1 month ago      2026-02-07 20:19:51  NoBroker.com - HR Business Partner https://www.iimjobs.com/j/nobrokercom-hr-business-partner-1660289?ref=sp_br&jobPos=70   NoBroker.com - HR Business Partner,1 - 2 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:19:51  NoBroker.com - HR Business Partner https://www.iimjobs.com/j/nobrokercom-hr-business-partner-1660289?ref=sp_br&jobPos=70,,,NoBroker.com HR Business Partner 1 - 2 yrs NoBroker.com - HR Business Partner Posted 1 month ago      2026-02-07 20:19:51  NoBroker.com - HR Business Partner https://www.iimjobs.com/j/nobrokercom-hr-business-partner-1660289?ref=sp_br&jobPos=70   NoBroker.com - HR Business Partner 1 - 2 yrs Bangalore Posted 1 month ago      2026-02-07 20:19:51  NoBroker.com - HR Business Partner https://www.iimjobs.com/j/nobrokercom-hr-business-partner-1660289?ref=sp_br&jobPos=70,
Snapmint HR Business Partner 7,10 yrs Snapmint - HR Business Partner Posted 1 month ago      2026-02-07 20:19:51  Snapmint - HR Business Partner https://www.iimjobs.com/j/snapmint-hr-business-partner-1659888?ref=sp_br&jobPos=71   Snapmint - HR Business Partner,7 - 10 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:19:51  Snapmint - HR Business Partner https://www.iimjobs.com/j/snapmint-hr-business-partner-1659888?ref=sp_br&jobPos=71,,,Snapmint HR Business Partner 7 - 10 yrs Snapmint - HR Business Partner Posted 1 month ago      2026-02-07 20:19:51  Snapmint - HR Business Partner https://www.iimjobs.com/j/snapmint-hr-business-partner-1659888?ref=sp_br&jobPos=71   Snapmint - HR Business Partner 7 - 10 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:19:51  Snapmint - HR Business Partner https://www.iimjobs.com/j/snapmint-hr-business-partner-1659888?ref=sp_br&jobPos=71,
Cadila HR IT Manager 10,15 yrs Cadila - HR IT Manager Posted 1 month ago      2026-02-07 20:19:52  Cadila - HR IT Manager https://www.iimjobs.com/j/cadila-hr-it-manager-1659499?ref=sp&jobPos=72   Cadila - HR IT Manager,10 - 15 yrs,Ahmedabad/Gujarat,Posted 1 month ago      2026-02-07 20:19:52  Cadila - HR IT Manager https://www.iimjobs.com/j/cadila-hr-it-manager-1659499?ref=sp&jobPos=72,,,Cadila HR IT Manager 10 - 15 yrs Cadila - HR IT Manager Posted 1 month ago      2026-02-07 20:19:52  Cadila - HR IT Manager https://www.iimjobs.com/j/cadila-hr-it-manager-1659499?ref=sp&jobPos=72   Cadila - HR IT Manager 10 - 15 yrs Ahmedabad/Gujarat Posted 1 month ago      2026-02-07 20:19:52  Cadila - HR IT Manager https://www.iimjobs.com/j/cadila-hr-it-manager-1659499?ref=sp&jobPos=72,
HR Manager Location Head,Startup 2 - 7 yrs HR Manager - Location Head - Startup Posted 1 month ago      2026-02-07 20:19:52  HR Manager - Location Head - Startup https://www.iimjobs.com/j/hr-manager-location-head-startup-1656871?ref=sp&jobPos=73   HR Manager - Location Head - Startup,2 - 7 yrs,Chennai,Posted 1 month ago      2026-02-07 20:19:52  HR Manager - Location Head - Startup https://www.iimjobs.com/j/hr-manager-location-head-startup-1656871?ref=sp&jobPos=73,,,HR Manager Location Head - Startup 2 - 7 yrs HR Manager - Location Head - Startup Posted 1 month ago      2026-02-07 20:19:52  HR Manager - Location Head - Startup https://www.iimjobs.com/j/hr-manager-location-head-startup-1656871?ref=sp&jobPos=73   HR Manager - Location Head - Startup 2 - 7 yrs Chennai Posted 1 month ago      2026-02-07 20:19:52  HR Manager - Location Head - Startup https://www.iimjobs.com/j/hr-manager-location-head-startup-1656871?ref=sp&jobPos=73,
Dalmia Cement Head,"Plant HR 20 - 25 yrs Dalmia Cement - Head - Plant HR Posted 1 month ago      2026-02-07 20:19:52  Dalmia Cement - Head - Plant HR https://www.iimjobs.com/j/dalmia-cement-head-plant-hr-1660868?ref=sp_br&jobPos=74 3.9 2,727+ Reviews Dalmia Cement - Head - Plant HR",20 - 25 yrs,Odisha/West Bengal,Posted 1 month ago      2026-02-07 20:19:52  Dalmia Cement - Head - Plant HR https://www.iimjobs.com/j/dalmia-cement-head-plant-hr-1660868?ref=sp_br&jobPos=74,3.9,2727,"Dalmia Cement Head - Plant HR 20 - 25 yrs Dalmia Cement - Head - Plant HR Posted 1 month ago      2026-02-07 20:19:52  Dalmia Cement - Head - Plant HR https://www.iimjobs.com/j/dalmia-cement-head-plant-hr-1660868?ref=sp_br&jobPos=74 3.9 2,727+ Reviews Dalmia Cement - Head - Plant HR 20 - 25 yrs Odisha/West Bengal 3.9 2,727+ Reviews Posted 1 month ago      2026-02-07 20:19:52  Dalmia Cement - Head - Plant HR https://www.iimjobs.com/j/dalmia-cement-head-plant-hr-1660868?ref=sp_br&jobPos=74",
WeCredit HR Generalist 5,6 yrs WeCredit - HR Generalist Posted 1 month ago      2026-02-07 20:19:53  WeCredit - HR Generalist https://www.iimjobs.com/j/wecredit-hr-generalist-1652373?ref=sp&jobPos=75   WeCredit - HR Generalist,5 - 6 yrs,Mumbai,Posted 1 month ago      2026-02-07 20:19:53  WeCredit - HR Generalist https://www.iimjobs.com/j/wecredit-hr-generalist-1652373?ref=sp&jobPos=75,,,WeCredit HR Generalist 5 - 6 yrs WeCredit - HR Generalist Posted 1 month ago      2026-02-07 20:19:53  WeCredit - HR Generalist https://www.iimjobs.com/j/wecredit-hr-generalist-1652373?ref=sp&jobPos=75   WeCredit - HR Generalist 5 - 6 yrs Mumbai Posted 1 month ago      2026-02-07 20:19:53  WeCredit - HR Generalist https://www.iimjobs.com/j/wecredit-hr-generalist-1652373?ref=sp&jobPos=75,
eClerx HR Business Partner 3,5 yrs eClerx - HR Business Partner Posted 1 month ago      2026-02-07 20:19:54  eClerx - HR Business Partner https://www.iimjobs.com/j/eclerx-hr-business-partner-1657984?ref=sp_br&jobPos=77   eClerx - HR Business Partner,3 - 5 yrs,Multiple Locations,Posted 1 month ago      2026-02-07 20:19:54  eClerx - HR Business Partner https://www.iimjobs.com/j/eclerx-hr-business-partner-1657984?ref=sp_br&jobPos=77,,,eClerx HR Business Partner 3 - 5 yrs eClerx - HR Business Partner Posted 1 month ago      2026-02-07 20:19:54  eClerx - HR Business Partner https://www.iimjobs.com/j/eclerx-hr-business-partner-1657984?ref=sp_br&jobPos=77   eClerx - HR Business Partner 3 - 5 yrs Multiple Locations Posted 1 month ago      2026-02-07 20:19:54  eClerx - HR Business Partner https://www.iimjobs.com/j/eclerx-hr-business-partner-1657984?ref=sp_br&jobPos=77,
Cretum Advisory HR Generalist 2,5 yrs Cretum Advisory - HR Generalist Posted 1 month ago      2026-02-07 20:19:55  Cretum Advisory - HR Generalist https://www.iimjobs.com/j/cretum-advisory-hr-generalist-1653605?ref=sp&jobPos=78   Cretum Advisory - HR Generalist,2 - 5 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:19:55  Cretum Advisory - HR Generalist https://www.iimjobs.com/j/cretum-advisory-hr-generalist-1653605?ref=sp&jobPos=78,,,Cretum Advisory HR Generalist 2 - 5 yrs Cretum Advisory - HR Generalist Posted 1 month ago      2026-02-07 20:19:55  Cretum Advisory - HR Generalist https://www.iimjobs.com/j/cretum-advisory-hr-generalist-1653605?ref=sp&jobPos=78   Cretum Advisory - HR Generalist 2 - 5 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:19:55  Cretum Advisory - HR Generalist https://www.iimjobs.com/j/cretum-advisory-hr-generalist-1653605?ref=sp&jobPos=78,
DB Group HR Business Partner 5,"9 yrs DB Group - HR Business Partner Posted 1 month ago      2026-02-07 20:19:55  DB Group - HR Business Partner https://www.iimjobs.com/j/db-group-hr-business-partner-1658920?ref=sp_br&jobPos=80 4.2 1,521+ Reviews DB Group - HR Business Partner",5 - 9 yrs,Bhopal/Others,Posted 1 month ago      2026-02-07 20:19:55  DB Group - HR Business Partner https://www.iimjobs.com/j/db-group-hr-business-partner-1658920?ref=sp_br&jobPos=80,4.2,1521,"DB Group HR Business Partner 5 - 9 yrs DB Group - HR Business Partner Posted 1 month ago      2026-02-07 20:19:55  DB Group - HR Business Partner https://www.iimjobs.com/j/db-group-hr-business-partner-1658920?ref=sp_br&jobPos=80 4.2 1,521+ Reviews DB Group - HR Business Partner 5 - 9 yrs Bhopal/Others 4.2 1,521+ Reviews Posted 1 month ago      2026-02-07 20:19:55  DB Group - HR Business Partner https://www.iimjobs.com/j/db-group-hr-business-partner-1658920?ref=sp_br&jobPos=80",
KLAY Schools HR Business Partner 6,10 yrs KLAY Schools - HR Business Partner Posted 1 month ago      2026-02-07 20:19:56  KLAY Schools - HR Business Partner https://www.iimjobs.com/j/klay-schools-hr-business-partner-1658776?ref=sp&jobPos=81   KLAY Schools - HR Business Partner,6 - 10 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:19:56  KLAY Schools - HR Business Partner https://www.iimjobs.com/j/klay-schools-hr-business-partner-1658776?ref=sp&jobPos=81,,,KLAY Schools HR Business Partner 6 - 10 yrs KLAY Schools - HR Business Partner Posted 1 month ago      2026-02-07 20:19:56  KLAY Schools - HR Business Partner https://www.iimjobs.com/j/klay-schools-hr-business-partner-1658776?ref=sp&jobPos=81   KLAY Schools - HR Business Partner 6 - 10 yrs Bangalore Posted 1 month ago      2026-02-07 20:19:56  KLAY Schools - HR Business Partner https://www.iimjobs.com/j/klay-schools-hr-business-partner-1658776?ref=sp&jobPos=81,
HR Recruiter Tech/NonTech Domain,BFS 4 - 11 yrs HR Recruiter - Tech/NonTech Domain - BFS Posted 1 month ago      2026-02-07 20:19:57  HR Recruiter - Tech/NonTech Domain - BFS https://www.iimjobs.com/j/hr-recruiter-tech-nontech-domain-bfs-1656098?ref=sp&jobPos=82   HR Recruiter - Tech/NonTech Domain - BFS,4 - 11 yrs,Pune,Posted 1 month ago      2026-02-07 20:19:57  HR Recruiter - Tech/NonTech Domain - BFS https://www.iimjobs.com/j/hr-recruiter-tech-nontech-domain-bfs-1656098?ref=sp&jobPos=82,,,HR Recruiter Tech/NonTech Domain - BFS 4 - 11 yrs HR Recruiter - Tech/NonTech Domain - BFS Posted 1 month ago      2026-02-07 20:19:57  HR Recruiter - Tech/NonTech Domain - BFS https://www.iimjobs.com/j/hr-recruiter-tech-nontech-domain-bfs-1656098?ref=sp&jobPos=82   HR Recruiter - Tech/NonTech Domain - BFS 4 - 11 yrs Pune Posted 1 month ago      2026-02-07 20:19:57  HR Recruiter - Tech/NonTech Domain - BFS https://www.iimjobs.com/j/hr-recruiter-tech-nontech-domain-bfs-1656098?ref=sp&jobPos=82,
IDAM Wellness HR Business Partner 4,10 yrs IDAM Wellness - HR Business Partner Posted 1 month ago      2026-02-07 20:19:57  IDAM Wellness - HR Business Partner https://www.iimjobs.com/j/idam-wellness-hr-business-partner-1658689?ref=sp&jobPos=83   IDAM Wellness - HR Business Partner,4 - 10 yrs,Gurgaon/Gurugram/Mumbai,Posted 1 month ago      2026-02-07 20:19:57  IDAM Wellness - HR Business Partner https://www.iimjobs.com/j/idam-wellness-hr-business-partner-1658689?ref=sp&jobPos=83,,,IDAM Wellness HR Business Partner 4 - 10 yrs IDAM Wellness - HR Business Partner Posted 1 month ago      2026-02-07 20:19:57  IDAM Wellness - HR Business Partner https://www.iimjobs.com/j/idam-wellness-hr-business-partner-1658689?ref=sp&jobPos=83   IDAM Wellness - HR Business Partner 4 - 10 yrs Gurgaon/Gurugram/Mumbai Posted 1 month ago      2026-02-07 20:19:57  IDAM Wellness - HR Business Partner https://www.iimjobs.com/j/idam-wellness-hr-business-partner-1658689?ref=sp&jobPos=83,
WheelsEye HR Business Partner 5,10 yrs WheelsEye - HR Business Partner Posted 1 month ago      2026-02-07 20:19:58  WheelsEye - HR Business Partner https://www.iimjobs.com/j/wheelseye-hr-business-partner-1656997?ref=sp_br&jobPos=84   WheelsEye - HR Business Partner,5 - 10 yrs,Multiple Locations,Posted 1 month ago      2026-02-07 20:19:58  WheelsEye - HR Business Partner https://www.iimjobs.com/j/wheelseye-hr-business-partner-1656997?ref=sp_br&jobPos=84,,,WheelsEye HR Business Partner 5 - 10 yrs WheelsEye - HR Business Partner Posted 1 month ago      2026-02-07 20:19:58  WheelsEye - HR Business Partner https://www.iimjobs.com/j/wheelseye-hr-business-partner-1656997?ref=sp_br&jobPos=84   WheelsEye - HR Business Partner 5 - 10 yrs Multiple Locations Posted 1 month ago      2026-02-07 20:19:58  WheelsEye - HR Business Partner https://www.iimjobs.com/j/wheelseye-hr-business-partner-1656997?ref=sp_br&jobPos=84,
HR Manager Learning & Development 3,5 yrs HR Manager - Learning & Development Posted 1 month ago      2026-02-07 20:19:58 Learning & Development HR Manager - Learning & Development https://www.iimjobs.com/j/hr-manager-learning-and-development-1660257?ref=sp&jobPos=85   HR Manager - Learning & Development,3 - 5 yrs,Noida,Posted 1 month ago      2026-02-07 20:19:58 Learning & Development HR Manager - Learning & Development https://www.iimjobs.com/j/hr-manager-learning-and-development-1660257?ref=sp&jobPos=85,,,HR Manager Learning & Development 3 - 5 yrs HR Manager - Learning & Development Posted 1 month ago      2026-02-07 20:19:58 Learning & Development HR Manager - Learning & Development https://www.iimjobs.com/j/hr-manager-learning-and-development-1660257?ref=sp&jobPos=85   HR Manager - Learning & Development 3 - 5 yrs Noida Posted 1 month ago      2026-02-07 20:19:58 Learning & Development HR Manager - Learning & Development https://www.iimjobs.com/j/hr-manager-learning-and-development-1660257?ref=sp&jobPos=85,
Head HR & Learning & Development 10,18 yrs Head - HR & Learning & Development Posted 1 month ago      2026-02-07 20:19:59 Learning & Development Head - HR & Learning & Development https://www.iimjobs.com/j/head-hr-and-learning-and-development-1659350?ref=sp&jobPos=86   Head - HR & Learning & Development,10 - 18 yrs,Navi Mumbai/Mumbai,Posted 1 month ago      2026-02-07 20:19:59 Learning & Development Head - HR & Learning & Development https://www.iimjobs.com/j/head-hr-and-learning-and-development-1659350?ref=sp&jobPos=86,,,Head HR & Learning & Development 10 - 18 yrs Head - HR & Learning & Development Posted 1 month ago      2026-02-07 20:19:59 Learning & Development Head - HR & Learning & Development https://www.iimjobs.com/j/head-hr-and-learning-and-development-1659350?ref=sp&jobPos=86   Head - HR & Learning & Development 10 - 18 yrs Navi Mumbai/Mumbai Posted 1 month ago      2026-02-07 20:19:59 Learning & Development Head - HR & Learning & Development https://www.iimjobs.com/j/head-hr-and-learning-and-development-1659350?ref=sp&jobPos=86,
Magnon Group HR Business Partner 6,9 yrs Magnon Group - HR Business Partner Posted 1 month ago      2026-02-07 20:20:00  Magnon Group - HR Business Partner https://www.iimjobs.com/j/magnon-group-hr-business-partner-1657678?ref=sp&jobPos=88   Magnon Group - HR Business Partner,6 - 9 yrs,Noida,Posted 1 month ago      2026-02-07 20:20:00  Magnon Group - HR Business Partner https://www.iimjobs.com/j/magnon-group-hr-business-partner-1657678?ref=sp&jobPos=88,,,Magnon Group HR Business Partner 6 - 9 yrs Magnon Group - HR Business Partner Posted 1 month ago      2026-02-07 20:20:00  Magnon Group - HR Business Partner https://www.iimjobs.com/j/magnon-group-hr-business-partner-1657678?ref=sp&jobPos=88   Magnon Group - HR Business Partner 6 - 9 yrs Noida Posted 1 month ago      2026-02-07 20:20:00  Magnon Group - HR Business Partner https://www.iimjobs.com/j/magnon-group-hr-business-partner-1657678?ref=sp&jobPos=88,
Fanatics HR Business Partner 10,12 yrs Fanatics - HR Business Partner Posted 1 month ago      2026-02-07 20:20:00  Fanatics - HR Business Partner https://www.iimjobs.com/j/fanatics-hr-business-partner-1655980?ref=sp&jobPos=89   Fanatics - HR Business Partner,10 - 12 yrs,Hyderabad,Posted 1 month ago      2026-02-07 20:20:00  Fanatics - HR Business Partner https://www.iimjobs.com/j/fanatics-hr-business-partner-1655980?ref=sp&jobPos=89,,,Fanatics HR Business Partner 10 - 12 yrs Fanatics - HR Business Partner Posted 1 month ago      2026-02-07 20:20:00  Fanatics - HR Business Partner https://www.iimjobs.com/j/fanatics-hr-business-partner-1655980?ref=sp&jobPos=89   Fanatics - HR Business Partner 10 - 12 yrs Hyderabad Posted 1 month ago      2026-02-07 20:20:00  Fanatics - HR Business Partner https://www.iimjobs.com/j/fanatics-hr-business-partner-1655980?ref=sp&jobPos=89,
3 Minds Digital HR Business Partner 5,7 yrs 3 Minds Digital - HR Business Partner Posted 1 month ago      2026-02-07 20:20:00  3 Minds Digital - HR Business Partner https://www.iimjobs.com/j/3-minds-digital-hr-business-partner-1658107?ref=sp&jobPos=90   3 Minds Digital - HR Business Partner,5 - 7 yrs,Mumbai,Posted 1 month ago      2026-02-07 20:20:00  3 Minds Digital - HR Business Partner https://www.iimjobs.com/j/3-minds-digital-hr-business-partner-1658107?ref=sp&jobPos=90,,,3 Minds Digital HR Business Partner 5 - 7 yrs 3 Minds Digital - HR Business Partner Posted 1 month ago      2026-02-07 20:20:00  3 Minds Digital - HR Business Partner https://www.iimjobs.com/j/3-minds-digital-hr-business-partner-1658107?ref=sp&jobPos=90   3 Minds Digital - HR Business Partner 5 - 7 yrs Mumbai Posted 1 month ago      2026-02-07 20:20:00  3 Minds Digital - HR Business Partner https://www.iimjobs.com/j/3-minds-digital-hr-business-partner-1658107?ref=sp&jobPos=90,
Head Factory HR & Industrial Relations 10,15 yrs Head - Factory HR & Industrial Relations Posted 1 month ago      2026-02-07 20:20:01  Head - Factory HR & Industrial Relations https://www.iimjobs.com/j/head-factory-hr-and-industrial-relations-1660032?ref=sp&jobPos=91   Head - Factory HR & Industrial Relations,10 - 15 yrs,Pondicherry,Posted 1 month ago      2026-02-07 20:20:01  Head - Factory HR & Industrial Relations https://www.iimjobs.com/j/head-factory-hr-and-industrial-relations-1660032?ref=sp&jobPos=91,,,Head Factory HR & Industrial Relations 10 - 15 yrs Head - Factory HR & Industrial Relations Posted 1 month ago      2026-02-07 20:20:01  Head - Factory HR & Industrial Relations https://www.iimjobs.com/j/head-factory-hr-and-industrial-relations-1660032?ref=sp&jobPos=91   Head - Factory HR & Industrial Relations 10 - 15 yrs Pondicherry Posted 1 month ago      2026-02-07 20:20:01  Head - Factory HR & Industrial Relations https://www.iimjobs.com/j/head-factory-hr-and-industrial-relations-1660032?ref=sp&jobPos=91,
Zippee HR specialist,Talent Acquisition 2 - 4 yrs Zippee - HR specialist - Talent Acquisition Posted 1 month ago      2026-02-07 20:20:01 Talent Acquisition Zippee - HR specialist - Talent Acquisition https://www.iimjobs.com/j/zippee-hr-specialist-talent-acquisition-1659561?ref=sp&jobPos=92   Zippee - HR specialist - Talent Acquisition,2 - 4 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:20:01 Talent Acquisition Zippee - HR specialist - Talent Acquisition https://www.iimjobs.com/j/zippee-hr-specialist-talent-acquisition-1659561?ref=sp&jobPos=92,,,Zippee HR specialist - Talent Acquisition 2 - 4 yrs Zippee - HR specialist - Talent Acquisition Posted 1 month ago      2026-02-07 20:20:01 Talent Acquisition Zippee - HR specialist - Talent Acquisition https://www.iimjobs.com/j/zippee-hr-specialist-talent-acquisition-1659561?ref=sp&jobPos=92   Zippee - HR specialist - Talent Acquisition 2 - 4 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:20:01 Talent Acquisition Zippee - HR specialist - Talent Acquisition https://www.iimjobs.com/j/zippee-hr-specialist-talent-acquisition-1659561?ref=sp&jobPos=92,
Allcargo Logistics HR Business Partner 5,8 yrs Allcargo Logistics - HR Business Partner Posted 1 month ago      2026-02-07 20:20:02  Allcargo Logistics - HR Business Partner https://www.iimjobs.com/j/allcargo-logistics-hr-business-partner-1655961?ref=sp_br&jobPos=93 4 10+ Reviews Allcargo Logistics - HR Business Partner,5 - 8 yrs,Maharashtra,Posted 1 month ago      2026-02-07 20:20:02  Allcargo Logistics - HR Business Partner https://www.iimjobs.com/j/allcargo-logistics-hr-business-partner-1655961?ref=sp_br&jobPos=93,4.0,10,Allcargo Logistics HR Business Partner 5 - 8 yrs Allcargo Logistics - HR Business Partner Posted 1 month ago      2026-02-07 20:20:02  Allcargo Logistics - HR Business Partner https://www.iimjobs.com/j/allcargo-logistics-hr-business-partner-1655961?ref=sp_br&jobPos=93 4 10+ Reviews Allcargo Logistics - HR Business Partner 5 - 8 yrs Maharashtra 4 10+ Reviews Posted 1 month ago      2026-02-07 20:20:02  Allcargo Logistics - HR Business Partner https://www.iimjobs.com/j/allcargo-logistics-hr-business-partner-1655961?ref=sp_br&jobPos=93,
Kaybee Exports Head,HR Business Partner 8 - 12 yrs Kaybee Exports - Head - HR Business Partner Posted 1 month ago      2026-02-07 20:20:02  Kaybee Exports - Head - HR Business Partner https://www.iimjobs.com/j/kaybee-exports-head-hr-business-partner-1660558?ref=sp_br&jobPos=94   Kaybee Exports - Head - HR Business Partner,8 - 12 yrs,Thane/Maharashtra,Posted 1 month ago      2026-02-07 20:20:02  Kaybee Exports - Head - HR Business Partner https://www.iimjobs.com/j/kaybee-exports-head-hr-business-partner-1660558?ref=sp_br&jobPos=94,,,Kaybee Exports Head - HR Business Partner 8 - 12 yrs Kaybee Exports - Head - HR Business Partner Posted 1 month ago      2026-02-07 20:20:02  Kaybee Exports - Head - HR Business Partner https://www.iimjobs.com/j/kaybee-exports-head-hr-business-partner-1660558?ref=sp_br&jobPos=94   Kaybee Exports - Head - HR Business Partner 8 - 12 yrs Thane/Maharashtra Posted 1 month ago      2026-02-07 20:20:02  Kaybee Exports - Head - HR Business Partner https://www.iimjobs.com/j/kaybee-exports-head-hr-business-partner-1660558?ref=sp_br&jobPos=94,
Roima Intelligence Senior HR Specialist 5,7 yrs Roima Intelligence - Senior HR Specialist Posted 1 month ago      2026-02-07 20:20:03  Roima Intelligence - Senior HR Specialist https://www.iimjobs.com/j/roima-intelligence-senior-hr-specialist-1655827?ref=sp&jobPos=95   Roima Intelligence - Senior HR Specialist,5 - 7 yrs,Others,Posted 1 month ago      2026-02-07 20:20:03  Roima Intelligence - Senior HR Specialist https://www.iimjobs.com/j/roima-intelligence-senior-hr-specialist-1655827?ref=sp&jobPos=95,,,Roima Intelligence Senior HR Specialist 5 - 7 yrs Roima Intelligence - Senior HR Specialist Posted 1 month ago      2026-02-07 20:20:03  Roima Intelligence - Senior HR Specialist https://www.iimjobs.com/j/roima-intelligence-senior-hr-specialist-1655827?ref=sp&jobPos=95   Roima Intelligence - Senior HR Specialist 5 - 7 yrs Others Posted 1 month ago      2026-02-07 20:20:03  Roima Intelligence - Senior HR Specialist https://www.iimjobs.com/j/roima-intelligence-senior-hr-specialist-1655827?ref=sp&jobPos=95,
Alstom Transport Senior Analyst,HR Administration 3 - 4 yrs Alstom Transport - Senior Analyst - HR Administration Posted 1 month ago      2026-02-07 20:20:03  Alstom Transport - Senior Analyst - HR Administration https://www.iimjobs.com/j/alstom-transport-senior-analyst-hr-administration-1660896?ref=sp&jobPos=96   Alstom Transport - Senior Analyst - HR Administration,3 - 4 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:20:03  Alstom Transport - Senior Analyst - HR Administration https://www.iimjobs.com/j/alstom-transport-senior-analyst-hr-administration-1660896?ref=sp&jobPos=96,,,Alstom Transport Senior Analyst - HR Administration 3 - 4 yrs Alstom Transport - Senior Analyst - HR Administration Posted 1 month ago      2026-02-07 20:20:03  Alstom Transport - Senior Analyst - HR Administration https://www.iimjobs.com/j/alstom-transport-senior-analyst-hr-administration-1660896?ref=sp&jobPos=96   Alstom Transport - Senior Analyst - HR Administration 3 - 4 yrs Bangalore Posted 1 month ago      2026-02-07 20:20:03  Alstom Transport - Senior Analyst - HR Administration https://www.iimjobs.com/j/alstom-transport-senior-analyst-hr-administration-1660896?ref=sp&jobPos=96,
CSC Global HR Business Partner 14,15 yrs CSC Global - HR Business Partner Posted 2 months ago      2026-02-07 20:20:04  CSC Global - HR Business Partner https://www.iimjobs.com/j/csc-global-hr-business-partner-1647681?ref=sp_br&jobPos=97   CSC Global - HR Business Partner,14 - 15 yrs,Bangalore,Posted 2 months ago      2026-02-07 20:20:04  CSC Global - HR Business Partner https://www.iimjobs.com/j/csc-global-hr-business-partner-1647681?ref=sp_br&jobPos=97,,,CSC Global HR Business Partner 14 - 15 yrs CSC Global - HR Business Partner Posted 2 months ago      2026-02-07 20:20:04  CSC Global - HR Business Partner https://www.iimjobs.com/j/csc-global-hr-business-partner-1647681?ref=sp_br&jobPos=97   CSC Global - HR Business Partner 14 - 15 yrs Bangalore Posted 2 months ago      2026-02-07 20:20:04  CSC Global - HR Business Partner https://www.iimjobs.com/j/csc-global-hr-business-partner-1647681?ref=sp_br&jobPos=97,
Bupa Group HR Business Partner 3,7 yrs Bupa Group - HR Business Partner Posted 1 month ago      2026-02-07 20:20:04  Bupa Group - HR Business Partner https://www.iimjobs.com/j/bupa-group-hr-business-partner-1655329?ref=sp&jobPos=98   Bupa Group - HR Business Partner,3 - 7 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:20:04  Bupa Group - HR Business Partner https://www.iimjobs.com/j/bupa-group-hr-business-partner-1655329?ref=sp&jobPos=98,,,Bupa Group HR Business Partner 3 - 7 yrs Bupa Group - HR Business Partner Posted 1 month ago      2026-02-07 20:20:04  Bupa Group - HR Business Partner https://www.iimjobs.com/j/bupa-group-hr-business-partner-1655329?ref=sp&jobPos=98   Bupa Group - HR Business Partner 3 - 7 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:20:04  Bupa Group - HR Business Partner https://www.iimjobs.com/j/bupa-group-hr-business-partner-1655329?ref=sp&jobPos=98,
HR Manager Talent Acquisition,Fashion D2C 4 - 8 yrs HR Manager - Talent Acquisition - Fashion D2C Posted 1 month ago      2026-02-07 20:20:05 Talent Acquisition HR Manager - Talent Acquisition - Fashion D2C https://www.iimjobs.com/j/hr-manager-talent-acquisition-fashion-d2c-1660525?ref=sp&jobPos=99   HR Manager - Talent Acquisition - Fashion D2C,4 - 8 yrs,Delhi,Posted 1 month ago      2026-02-07 20:20:05 Talent Acquisition HR Manager - Talent Acquisition - Fashion D2C https://www.iimjobs.com/j/hr-manager-talent-acquisition-fashion-d2c-1660525?ref=sp&jobPos=99,,,HR Manager Talent Acquisition - Fashion D2C 4 - 8 yrs HR Manager - Talent Acquisition - Fashion D2C Posted 1 month ago      2026-02-07 20:20:05 Talent Acquisition HR Manager - Talent Acquisition - Fashion D2C https://www.iimjobs.com/j/hr-manager-talent-acquisition-fashion-d2c-1660525?ref=sp&jobPos=99   HR Manager - Talent Acquisition - Fashion D2C 4 - 8 yrs Delhi Posted 1 month ago      2026-02-07 20:20:05 Talent Acquisition HR Manager - Talent Acquisition - Fashion D2C https://www.iimjobs.com/j/hr-manager-talent-acquisition-fashion-d2c-1660525?ref=sp&jobPos=99,
