company,title,experience,location,posted_relative,rating,reviews,raw_text,posted_date
Associate Director HR Business Partner,Big4 10 - 14 yrs Associate Director - HR Business Partner - Big4 Posted 1 week ago      2026-02-07 20:25:58  Associate Director - HR Business Partner - Big4 https://www.iimjobs.com/j/associate-director-hr-business-partner-big4-1669267?ref=sp&jobPos=58   Associate Director - HR Business Partner - Big4,10 - 14 yrs,Gurgaon/Gurugram/Bangalore,Posted 1 week ago      2026-02-07 20:25:58  Associate Director - HR Business Partner - Big4 https://www.iimjobs.com/j/associate-director-hr-business-partner-big4-1669267?ref=sp&jobPos=58,,,Associate Director HR Business Partner - Big4 10 - 14 yrs Associate Director - HR Business Partner - Big4 Posted 1 week ago      2026-02-07 20:25:58  Associate Director - HR Business Partner - Big4 https://www.iimjobs.com/j/associate-director-hr-business-partner-big4-1669267?ref=sp&jobPos=58   Associate Director - HR Business Partner - Big4 10 - 14 yrs Gurgaon/Gurugram/Bangalore Posted 1 week ago      2026-02-07 20:25:58  Associate Director - HR Business Partner - Big4 https://www.iimjobs.com/j/associate-director-hr-business-partner-big4-1669267?ref=sp&jobPos=58,2026-01-31
HR Business Partner Technology,IIM/XLRI/SCMHRD/TISS 2 - 5 yrs HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS Posted 3 weeks ago      2026-02-07 20:25:59  HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/hr-business-partner-technology-iim-xlri-scmhrd-tiss-1664341?ref=sp&jobPos=59   HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS,2 - 5 yrs,Gurgaon/Gurugram/Noida,Posted 3 weeks ago      2026-02-07 20:25:59  HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/hr-business-partner-technology-iim-xlri-scmhrd-tiss-1664341?ref=sp&jobPos=59,,,HR Business Partner Technology - IIM/XLRI/SCMHRD/TISS 2 - 5 yrs HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS Posted 3 weeks ago      2026-02-07 20:25:59  HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/hr-business-partner-technology-iim-xlri-scmhrd-tiss-1664341?ref=sp&jobPos=59   HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS 2 - 5 yrs Gurgaon/Gurugram/Noida Posted 3 weeks ago      2026-02-07 20:25:59  HR Business Partner - Technology - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/hr-business-partner-technology-iim-xlri-scmhrd-tiss-1664341?ref=sp&jobPos=59,2026-01-17
Assistant Manager HR Business Partner,Insurance Brokerage Firm 5 - 10 yrs Assistant Manager - HR Business Partner - Insurance Brokerage Firm Posted 3 days ago      2026-02-07 20:26:00  Assistant Manager - HR Business Partner - Insurance Brokerage Firm https://www.iimjobs.com/j/assistant-manager-hr-business-partner-insurance-brokerage-firm-1671846?ref=sp&jobPos=61   Assistant Manager - HR Business Partner - Insurance Brokerage Firm,5 - 10 yrs,Pune/Mumbai/Bangalore,Posted 3 days ago      2026-02-07 20:26:00  Assistant Manager - HR Business Partner - Insurance Brokerage Firm https://www.iimjobs.com/j/assistant-manager-hr-business-partner-insurance-brokerage-firm-1671846?ref=sp&jobPos=61,,,Assistant Manager HR Business Partner - Insurance Brokerage Firm 5 - 10 yrs Assistant Manager - HR Business Partner - Insurance Brokerage Firm Posted 3 days ago      2026-02-07 20:26:00  Assistant Manager - HR Business Partner - Insurance Brokerage Firm https://www.iimjobs.com/j/assistant-manager-hr-business-partner-insurance-brokerage-firm-1671846?ref=sp&jobPos=61   Assistant Manager - HR Business Partner - Insurance Brokerage Firm 5 - 10 yrs Pune/Mumbai/Bangalore Posted 3 days ago      2026-02-07 20:26:00  Assistant Manager - HR Business Partner - Insurance Brokerage Firm https://www.iimjobs.com/j/assistant-manager-hr-business-partner-insurance-brokerage-firm-1671846?ref=sp&jobPos=61,2026-02-04
HR Business Partner Sales Segment 7,17 yrs HR Business Partner - Sales Segment Posted 2 weeks ago      2026-02-07 20:26:00  HR Business Partner - Sales Segment https://www.iimjobs.com/j/hr-business-partner-sales-segment-1667155?ref=sp&jobPos=62   HR Business Partner - Sales Segment,7 - 17 yrs,Mumbai,Posted 2 weeks ago      2026-02-07 20:26:00  HR Business Partner - Sales Segment https://www.iimjobs.com/j/hr-business-partner-sales-segment-1667155?ref=sp&jobPos=62,,,HR Business Partner Sales Segment 7 - 17 yrs HR Business Partner - Sales Segment Posted 2 weeks ago      2026-02-07 20:26:00  HR Business Partner - Sales Segment https://www.iimjobs.com/j/hr-business-partner-sales-segment-1667155?ref=sp&jobPos=62   HR Business Partner - Sales Segment 7 - 17 yrs Mumbai Posted 2 weeks ago      2026-02-07 20:26:00  HR Business Partner - Sales Segment https://www.iimjobs.com/j/hr-business-partner-sales-segment-1667155?ref=sp&jobPos=62,2026-01-24
HR Business Partner FMCG 5,10 yrs HR Business Partner - FMCG Posted 4 weeks ago      2026-02-07 20:26:00  HR Business Partner - FMCG https://www.iimjobs.com/j/hr-business-partner-fmcg-1662003?ref=sp&jobPos=63   HR Business Partner - FMCG,5 - 10 yrs,Mumbai,Posted 4 weeks ago      2026-02-07 20:26:00  HR Business Partner - FMCG https://www.iimjobs.com/j/hr-business-partner-fmcg-1662003?ref=sp&jobPos=63,,,HR Business Partner FMCG 5 - 10 yrs HR Business Partner - FMCG Posted 4 weeks ago      2026-02-07 20:26:00  HR Business Partner - FMCG https://www.iimjobs.com/j/hr-business-partner-fmcg-1662003?ref=sp&jobPos=63   HR Business Partner - FMCG 5 - 10 yrs Mumbai Women candidates preferred Posted 4 weeks ago      2026-02-07 20:26:00  HR Business Partner - FMCG https://www.iimjobs.com/j/hr-business-partner-fmcg-1662003?ref=sp&jobPos=63,2026-01-10
Manager HR Business Partner,Real Estate 8 - 14 yrs Manager - HR Business Partner - Real Estate Posted 3 weeks ago      2026-02-07 20:26:01  Manager - HR Business Partner - Real Estate https://www.iimjobs.com/j/manager-hr-business-partner-real-estate-1665298?ref=sp&jobPos=64   Manager - HR Business Partner - Real Estate,8 - 14 yrs,Delhi NCR/Gurgaon/Gurugram,Posted 3 weeks ago      2026-02-07 20:26:01  Manager - HR Business Partner - Real Estate https://www.iimjobs.com/j/manager-hr-business-partner-real-estate-1665298?ref=sp&jobPos=64,,,Manager HR Business Partner - Real Estate 8 - 14 yrs Manager - HR Business Partner - Real Estate Posted 3 weeks ago      2026-02-07 20:26:01  Manager - HR Business Partner - Real Estate https://www.iimjobs.com/j/manager-hr-business-partner-real-estate-1665298?ref=sp&jobPos=64   Manager - HR Business Partner - Real Estate 8 - 14 yrs Delhi NCR/Gurgaon/Gurugram Posted 3 weeks ago      2026-02-07 20:26:01  Manager - HR Business Partner - Real Estate https://www.iimjobs.com/j/manager-hr-business-partner-real-estate-1665298?ref=sp&jobPos=64,2026-01-17
HR Planning & Analytics Role 3,10 yrs  Posted 4 weeks ago      2026-02-07 20:26:01  HR Planning & Analytics Role https://www.iimjobs.com/j/hr-planning-and-analytics-role-1661185?ref=sp&jobPos=65 3.9 30+ Reviews HR Planning & Analytics Role,3 - 10 yrs,Gurgaon/Gurugram,Posted 4 weeks ago      2026-02-07 20:26:01  HR Planning & Analytics Role https://www.iimjobs.com/j/hr-planning-and-analytics-role-1661185?ref=sp&jobPos=65,3.9,30,HR Planning & Analytics Role 3 - 10 yrs  Posted 4 weeks ago      2026-02-07 20:26:01  HR Planning & Analytics Role https://www.iimjobs.com/j/hr-planning-and-analytics-role-1661185?ref=sp&jobPos=65 3.9 30+ Reviews HR Planning & Analytics Role 3 - 10 yrs Gurgaon/Gurugram 3.9 30+ Reviews Posted 4 weeks ago      2026-02-07 20:26:01  HR Planning & Analytics Role https://www.iimjobs.com/j/hr-planning-and-analytics-role-1661185?ref=sp&jobPos=65,2026-01-10
Deputy Manager Business HR 6,10 yrs Deputy Manager - Business HR Posted 4 weeks ago      2026-02-07 20:26:01  Deputy Manager - Business HR https://www.iimjobs.com/j/deputy-manager-business-hr-1661766?ref=sp&jobPos=66 4.1 24+ Reviews Deputy Manager - Business HR,6 - 10 yrs,Mumbai,Posted 4 weeks ago      2026-02-07 20:26:01  Deputy Manager - Business HR https://www.iimjobs.com/j/deputy-manager-business-hr-1661766?ref=sp&jobPos=66,4.1,24,Deputy Manager Business HR 6 - 10 yrs Deputy Manager - Business HR Posted 4 weeks ago      2026-02-07 20:26:01  Deputy Manager - Business HR https://www.iimjobs.com/j/deputy-manager-business-hr-1661766?ref=sp&jobPos=66 4.1 24+ Reviews Deputy Manager - Business HR 6 - 10 yrs Mumbai 4.1 24+ Reviews Posted 4 weeks ago      2026-02-07 20:26:01  Deputy Manager - Business HR https://www.iimjobs.com/j/deputy-manager-business-hr-1661766?ref=sp&jobPos=66,2026-01-10
Leader HR Business Partner,IT Services 14 - 20 yrs Leader - HR Business Partner - IT Services Posted 3 weeks ago      2026-02-07 20:26:02  Leader - HR Business Partner - IT Services https://www.iimjobs.com/j/leader-hr-business-partner-it-services-1664421?ref=sp&jobPos=67   Leader - HR Business Partner - IT Services,14 - 20 yrs,Bangalore,Posted 3 weeks ago      2026-02-07 20:26:02  Leader - HR Business Partner - IT Services https://www.iimjobs.com/j/leader-hr-business-partner-it-services-1664421?ref=sp&jobPos=67,,,Leader HR Business Partner - IT Services 14 - 20 yrs Leader - HR Business Partner - IT Services Posted 3 weeks ago      2026-02-07 20:26:02  Leader - HR Business Partner - IT Services https://www.iimjobs.com/j/leader-hr-business-partner-it-services-1664421?ref=sp&jobPos=67   Leader - HR Business Partner - IT Services 14 - 20 yrs Bangalore Posted 3 weeks ago      2026-02-07 20:26:02  Leader - HR Business Partner - IT Services https://www.iimjobs.com/j/leader-hr-business-partner-it-services-1664421?ref=sp&jobPos=67,2026-01-17
Specialist Global HR Operations,FMCG/Manufacturing 6 - 10 yrs Specialist - Global HR Operations - FMCG/Manufacturing Posted 3 weeks ago      2026-02-07 20:26:03 HR Operations Specialist - Global HR Operations - FMCG/Manufacturing https://www.iimjobs.com/j/specialist-global-hr-operations-fmcg-manufacturing-1664340?ref=sp&jobPos=68   Specialist - Global HR Operations - FMCG/Manufacturing,6 - 10 yrs,Pune,Posted 3 weeks ago      2026-02-07 20:26:03 HR Operations Specialist - Global HR Operations - FMCG/Manufacturing https://www.iimjobs.com/j/specialist-global-hr-operations-fmcg-manufacturing-1664340?ref=sp&jobPos=68,,,Specialist Global HR Operations - FMCG/Manufacturing 6 - 10 yrs Specialist - Global HR Operations - FMCG/Manufacturing Posted 3 weeks ago      2026-02-07 20:26:03 HR Operations Specialist - Global HR Operations - FMCG/Manufacturing https://www.iimjobs.com/j/specialist-global-hr-operations-fmcg-manufacturing-1664340?ref=sp&jobPos=68   Specialist - Global HR Operations - FMCG/Manufacturing 6 - 10 yrs Pune Posted 3 weeks ago      2026-02-07 20:26:03 HR Operations Specialist - Global HR Operations - FMCG/Manufacturing https://www.iimjobs.com/j/specialist-global-hr-operations-fmcg-manufacturing-1664340?ref=sp&jobPos=68,2026-01-17
Manager HR Business Partner,IIM/XLRI/SCMHRD/TISS 5 - 10 yrs Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS Posted 2 weeks ago      2026-02-07 20:26:03  Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/manager-hr-business-partner-iim-xlri-scmhrd-tiss-1667151?ref=sp&jobPos=69   Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS,5 - 10 yrs,Guwahati/Assam,Posted 2 weeks ago      2026-02-07 20:26:03  Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/manager-hr-business-partner-iim-xlri-scmhrd-tiss-1667151?ref=sp&jobPos=69,,,Manager HR Business Partner - IIM/XLRI/SCMHRD/TISS 5 - 10 yrs Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS Posted 2 weeks ago      2026-02-07 20:26:03  Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/manager-hr-business-partner-iim-xlri-scmhrd-tiss-1667151?ref=sp&jobPos=69   Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS 5 - 10 yrs Guwahati/Assam Posted 2 weeks ago      2026-02-07 20:26:03  Manager - HR Business Partner - IIM/XLRI/SCMHRD/TISS https://www.iimjobs.com/j/manager-hr-business-partner-iim-xlri-scmhrd-tiss-1667151?ref=sp&jobPos=69,2026-01-24
Manager HR Operations,Hire to Retire - BPO 6 - 10 yrs Manager - HR Operations - Hire to Retire - BPO Posted 4 weeks ago      2026-02-07 20:26:04 HR Operations Manager - HR Operations - Hire to Retire - BPO https://www.iimjobs.com/j/manager-hr-operations-hire-to-retire-bpo-1661571?ref=sp&jobPos=70   Manager - HR Operations - Hire to Retire - BPO,6 - 10 yrs,Indore,Posted 4 weeks ago      2026-02-07 20:26:04 HR Operations Manager - HR Operations - Hire to Retire - BPO https://www.iimjobs.com/j/manager-hr-operations-hire-to-retire-bpo-1661571?ref=sp&jobPos=70,,,Manager HR Operations - Hire to Retire - BPO 6 - 10 yrs Manager - HR Operations - Hire to Retire - BPO Posted 4 weeks ago      2026-02-07 20:26:04 HR Operations Manager - HR Operations - Hire to Retire - BPO https://www.iimjobs.com/j/manager-hr-operations-hire-to-retire-bpo-1661571?ref=sp&jobPos=70   Manager - HR Operations - Hire to Retire - BPO 6 - 10 yrs Indore Posted 4 weeks ago      2026-02-07 20:26:04 HR Operations Manager - HR Operations - Hire to Retire - BPO https://www.iimjobs.com/j/manager-hr-operations-hire-to-retire-bpo-1661571?ref=sp&jobPos=70,2026-01-10
Assistant Director HR Business Partner 11,19 yrs Assistant Director - HR Business Partner Posted 2 weeks ago      2026-02-07 20:26:04  Assistant Director - HR Business Partner https://www.iimjobs.com/j/assistant-director-hr-business-partner-1666034?ref=sp&jobPos=71 4.6 83+ Reviews Assistant Director - HR Business Partner,11 - 19 yrs,Delhi NCR/Hyderabad,Posted 2 weeks ago      2026-02-07 20:26:04  Assistant Director - HR Business Partner https://www.iimjobs.com/j/assistant-director-hr-business-partner-1666034?ref=sp&jobPos=71,4.6,83,Assistant Director HR Business Partner 11 - 19 yrs Assistant Director - HR Business Partner Posted 2 weeks ago      2026-02-07 20:26:04  Assistant Director - HR Business Partner https://www.iimjobs.com/j/assistant-director-hr-business-partner-1666034?ref=sp&jobPos=71 4.6 83+ Reviews Assistant Director - HR Business Partner 11 - 19 yrs Delhi NCR/Hyderabad 4.6 83+ Reviews Posted 2 weeks ago      2026-02-07 20:26:04  Assistant Director - HR Business Partner https://www.iimjobs.com/j/assistant-director-hr-business-partner-1666034?ref=sp&jobPos=71,2026-01-24
Deputy General Manager HR Business Partner,Food Manufacturing 12 - 18 yrs Deputy General Manager - HR Business Partner - Food Manufacturing Posted 4 weeks ago      2026-02-07 20:26:05  Deputy General Manager - HR Business Partner - Food Manufacturing https://www.iimjobs.com/j/deputy-general-manager-hr-business-partner-food-manufacturing-1661999?ref=sp&jobPos=72   Deputy General Manager - HR Business Partner - Food Manufacturing,12 - 18 yrs,Mumbai,Posted 4 weeks ago      2026-02-07 20:26:05  Deputy General Manager - HR Business Partner - Food Manufacturing https://www.iimjobs.com/j/deputy-general-manager-hr-business-partner-food-manufacturing-1661999?ref=sp&jobPos=72,,,Deputy General Manager HR Business Partner - Food Manufacturing 12 - 18 yrs Deputy General Manager - HR Business Partner - Food Manufacturing Posted 4 weeks ago      2026-02-07 20:26:05  Deputy General Manager - HR Business Partner - Food Manufacturing https://www.iimjobs.com/j/deputy-general-manager-hr-business-partner-food-manufacturing-1661999?ref=sp&jobPos=72   Deputy General Manager - HR Business Partner - Food Manufacturing 12 - 18 yrs Mumbai Posted 4 weeks ago      2026-02-07 20:26:05  Deputy General Manager - HR Business Partner - Food Manufacturing https://www.iimjobs.com/j/deputy-general-manager-hr-business-partner-food-manufacturing-1661999?ref=sp&jobPos=72,2026-01-10
Director HR Business Partner,BFSI 18 - 25 yrs Director - HR Business Partner - BFSI Posted 4 weeks ago      2026-02-07 20:26:05  Director - HR Business Partner - BFSI https://www.iimjobs.com/j/director-hr-business-partner-bfsi-1661373?ref=sp&jobPos=73 4.1 6+ Reviews Director - HR Business Partner - BFSI,18 - 25 yrs,Gurgaon/Gurugram,Posted 4 weeks ago      2026-02-07 20:26:05  Director - HR Business Partner - BFSI https://www.iimjobs.com/j/director-hr-business-partner-bfsi-1661373?ref=sp&jobPos=73,4.1,6,Director HR Business Partner - BFSI 18 - 25 yrs Director - HR Business Partner - BFSI Posted 4 weeks ago      2026-02-07 20:26:05  Director - HR Business Partner - BFSI https://www.iimjobs.com/j/director-hr-business-partner-bfsi-1661373?ref=sp&jobPos=73 4.1 6+ Reviews Director - HR Business Partner - BFSI 18 - 25 yrs Gurgaon/Gurugram 4.1 6+ Reviews Posted 4 weeks ago      2026-02-07 20:26:05  Director - HR Business Partner - BFSI https://www.iimjobs.com/j/director-hr-business-partner-bfsi-1661373?ref=sp&jobPos=73,2026-01-10
HR Business Partner Compensation & Benefits,FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD 12 - 15 yrs HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD Posted 2 weeks ago      2026-02-07 20:26:06 Compensation HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD https://www.iimjobs.com/j/hr-business-partner-compensation-and-benefits-fmcg-fmcd-iim-xlri-mdi-tiss-scmhrd-1665921?ref=sp&jobPos=74 4.6 8+ Reviews HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD,12 - 15 yrs,Metros,Posted 2 weeks ago      2026-02-07 20:26:06 Compensation HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD https://www.iimjobs.com/j/hr-business-partner-compensation-and-benefits-fmcg-fmcd-iim-xlri-mdi-tiss-scmhrd-1665921?ref=sp&jobPos=74,4.6,8,HR Business Partner Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD 12 - 15 yrs HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD Posted 2 weeks ago      2026-02-07 20:26:06 Compensation HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD https://www.iimjobs.com/j/hr-business-partner-compensation-and-benefits-fmcg-fmcd-iim-xlri-mdi-tiss-scmhrd-1665921?ref=sp&jobPos=74 4.6 8+ Reviews HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD 12 - 15 yrs Metros 4.6 8+ Reviews Women candidates preferred Posted 2 weeks ago      2026-02-07 20:26:06 Compensation HR Business Partner - Compensation & Benefits - FMCG/FMCD - IIM/XLRI/MDI/TISS/SCMHRD https://www.iimjobs.com/j/hr-business-partner-compensation-and-benefits-fmcg-fmcd-iim-xlri-mdi-tiss-scmhrd-1665921?ref=sp&jobPos=74,2026-01-24
Flexton Senior HR Manager,Performance Management/Rewards & Recognition 10 - 15 yrs Flexton - Senior HR Manager - Performance Management/Rewards & Recognition Posted 4 weeks ago      2026-02-07 20:26:06 Performance Management Flexton - Senior HR Manager - Performance Management/Rewards & Recognition https://www.iimjobs.com/j/flexton-senior-hr-manager-performance-management-rewards-and-recognition-1661012?ref=sp&jobPos=75   Flexton - Senior HR Manager - Performance Management/Rewards & Recognition,10 - 15 yrs,Any Location/Remote,Posted 4 weeks ago      2026-02-07 20:26:06 Performance Management Flexton - Senior HR Manager - Performance Management/Rewards & Recognition https://www.iimjobs.com/j/flexton-senior-hr-manager-performance-management-rewards-and-recognition-1661012?ref=sp&jobPos=75,,,Flexton Senior HR Manager - Performance Management/Rewards & Recognition 10 - 15 yrs Flexton - Senior HR Manager - Performance Management/Rewards & Recognition Posted 4 weeks ago      2026-02-07 20:26:06 Performance Management Flexton - Senior HR Manager - Performance Management/Rewards & Recognition https://www.iimjobs.com/j/flexton-senior-hr-manager-performance-management-rewards-and-recognition-1661012?ref=sp&jobPos=75   Flexton - Senior HR Manager - Performance Management/Rewards & Recognition 10 - 15 yrs Any Location/Remote May work from home Posted 4 weeks ago      2026-02-07 20:26:06 Performance Management Flexton - Senior HR Manager - Performance Management/Rewards & Recognition https://www.iimjobs.com/j/flexton-senior-hr-manager-performance-management-rewards-and-recognition-1661012?ref=sp&jobPos=75,2026-01-10
HR Business Partner Talent Acquisition,BFSI 8 - 14 yrs HR Business Partner - Talent Acquisition - BFSI Posted 2 weeks ago      2026-02-07 20:26:06 Talent Acquisition HR Business Partner - Talent Acquisition - BFSI https://www.iimjobs.com/j/hr-business-partner-talent-acquisition-bfsi-1666266?ref=sp&jobPos=76 3.8 27+ Reviews HR Business Partner - Talent Acquisition - BFSI,8 - 14 yrs,Mumbai,Posted 2 weeks ago      2026-02-07 20:26:06 Talent Acquisition HR Business Partner - Talent Acquisition - BFSI https://www.iimjobs.com/j/hr-business-partner-talent-acquisition-bfsi-1666266?ref=sp&jobPos=76,3.8,27,HR Business Partner Talent Acquisition - BFSI 8 - 14 yrs HR Business Partner - Talent Acquisition - BFSI Posted 2 weeks ago      2026-02-07 20:26:06 Talent Acquisition HR Business Partner - Talent Acquisition - BFSI https://www.iimjobs.com/j/hr-business-partner-talent-acquisition-bfsi-1666266?ref=sp&jobPos=76 3.8 27+ Reviews HR Business Partner - Talent Acquisition - BFSI 8 - 14 yrs Mumbai 3.8 27+ Reviews Posted 2 weeks ago      2026-02-07 20:26:06 Talent Acquisition HR Business Partner - Talent Acquisition - BFSI https://www.iimjobs.com/j/hr-business-partner-talent-acquisition-bfsi-1666266?ref=sp&jobPos=76,2026-01-24
Manager HR Business Partner,Tech 2 - 5 yrs Manager - HR Business Partner - Tech Posted 3 weeks ago      2026-02-07 20:26:07  Manager - HR Business Partner - Tech https://www.iimjobs.com/j/manager-hr-business-partner-tech-1663694?ref=sp&jobPos=77   Manager - HR Business Partner - Tech,2 - 5 yrs,Bangalore,Posted 3 weeks ago      2026-02-07 20:26:07  Manager - HR Business Partner - Tech https://www.iimjobs.com/j/manager-hr-business-partner-tech-1663694?ref=sp&jobPos=77,,,Manager HR Business Partner - Tech 2 - 5 yrs Manager - HR Business Partner - Tech Posted 3 weeks ago      2026-02-07 20:26:07  Manager - HR Business Partner - Tech https://www.iimjobs.com/j/manager-hr-business-partner-tech-1663694?ref=sp&jobPos=77   Manager - HR Business Partner - Tech 2 - 5 yrs Bangalore Posted 3 weeks ago      2026-02-07 20:26:07  Manager - HR Business Partner - Tech https://www.iimjobs.com/j/manager-hr-business-partner-tech-1663694?ref=sp&jobPos=77,2026-01-17
